item_id,item_fea1,item_fea2,item_fea3,item_fea4,item_fea5,item_fea6,item_fea7,item_fea8,item_fea9,item_desc
68704019,24,24,12,5,5,7,11,6,1,837 3582 2567 4133 3316 2106 4458 1998 1779 4459 2226 856 846 3189 2783 3702 932 4459 1620 856 2466
32956493,24,24,12,5,5,12,11,6,1,837 3582 2567 4133 3316 2106 4458 1998 1779 4459 2226 856 846 3189 2783 3702 932 4459 1620 856 2466
69594005,24,24,12,6,6,12,11,6,1,837 3582 2567 4133 3316 2106 4458 1998 1779 4459 2226 856 846 3189 2783 3702 932 4459 1620 856 2466
86655450,25,25,13,0,0,0,12,8,5,3952 3256 2634 4971 774 2651 2516 856 4195 1456 4971 774 1797 5024 1779 4459 2227 2087 3981 3440 4971 774 3511 3189 2586 3438 856 3702 932 4459 1620 856 2461 3587 2840
38395590,26,26,14,0,0,0,13,4,4,4694 2364 4971 1162 2567 2561 4314 856 1865 932 4459 948
14139139,26,26,14,0,0,9,13,4,4,4694 2364 4971 1162 2567 2561 4314 856 1865 932 4459 948
25393942,27,27,3,0,0,0,0,0,0,2649 2784 4971 854 1868 4841
32242464,28,28,3,0,0,0,2,2,2,2963 3198 4542 4971 774 1527 4577 4555 2502 2567 4459 4652 856 1209 78 1690
43541438,28,28,3,1,1,0,2,2,2,2963 3198 4542 4971 774 1527 4577 4555 2502 2567 4459 4652 856 1209 78 1690
24564995,29,29,9,0,0,0,14,2,2,2048 3244 4131
73988744,29,29,9,1,1,3,14,2,2,2048 3244 4131
44126267,30,30,15,0,0,0,15,9,4,2770 1033 4971 774 2990 1201 4943 267 1439
64021438,30,30,15,0,0,9,15,9,4,2770 1033 4971 774 2990 1201 4943 267 1439
18734294,30,30,15,0,0,0,15,9,4,2770 1033 4971 774 2990 1201 4943 267 1439
22325085,31,31,9,0,0,0,16,10,1,2048 4131
28833290,31,31,9,1,1,12,16,10,1,2048 4131
92685201,31,31,9,5,5,15,16,10,1,2048 4131
16585119,31,31,9,6,6,0,16,10,1,2048 4131
60181182,32,32,3,0,0,0,2,2,2,3198 4542 4971 854 1868 4835 856 4132 2106 2602
89974664,33,33,15,7,7,0,15,9,4,4930 1865 4835 1033 4971 2561 2770 1717 856 774 2990 2002 4943 624 1439
80041607,34,34,4,0,0,0,13,4,4,3406 2361 1387 4943 267 1439
81611873,34,34,4,0,0,4,13,4,4,3406 2361 1387 4943 267 1439
83998756,34,34,4,3,3,16,13,4,4,3406 2361 1387 4943 267 1439
89437129,35,35,16,0,0,0,4,4,4,2361 1875 4973 2990 1408
53411281,35,35,16,0,0,8,13,4,4,2361 1875 4973 2990 1408
43263922,36,36,16,0,0,0,13,4,4,2361 1875 4971 2990 1408
15317370,37,37,4,0,0,0,13,4,4,3009 3406 2361 1387
96484515,38,38,10,2,2,7,0,0,0,2416 4638 2567 2649 4971 1870 932 4459 4835 856 2466
49236126,38,38,10,2,2,7,0,0,0,2416 4638 2567 2649 4971 1870 932 4459 4835 856 2466
68398939,39,39,12,2,2,7,11,6,1,2820 3256 837 3582 2567 4132 1552 2649 4971 3513 1779 4459 2226 4458 1518 1779 3189 2782 856 3702 932 4459 1620 856 2466 3467 3261
43815517,39,39,12,2,2,13,11,6,1,2820 3256 837 3582 2567 4132 1552 2649 4971 3513 1779 4459 2226 4458 1518 1779 3189 2782 856 3702 932 4459 1620 856 2466 3467 3261
74605564,39,39,12,2,2,7,11,6,1,2820 3256 837 3582 2567 4132 1552 2649 4971 3513 1779 4459 2226 4458 1518 1779 3189 2782 856 3702 932 4459 1620 856 2466 3467 3261
10957164,39,39,12,2,2,1,11,6,1,2820 3256 837 3582 2567 4132 1552 2649 4971 3513 1779 4459 2226 4458 1518 1779 3189 2782 856 3702 932 4459 1620 856 2466 3467 3261
43955763,40,40,17,0,0,0,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
18004673,40,41,17,0,0,3,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
59441827,40,41,17,2,2,3,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
85019045,40,42,17,0,0,17,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
45167229,40,42,17,5,5,0,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
23677742,40,42,17,2,2,0,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
51473704,40,42,17,2,2,7,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
18469247,40,42,17,0,0,18,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
40517479,40,42,17,2,2,2,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
27483862,40,42,17,2,2,11,17,11,6,2239 2830 3911 4372 4458 2418 774 3819 1855 3185 4459 4653 944 856 1209 4991 4578 2820 3256 1629 4348 3283 1674 2269 2567 4459 3992 856 808 3968 4261
79421347,41,43,3,0,0,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
62634439,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
99849082,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
53544007,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
70622044,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
96974770,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
31881750,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
73411366,41,44,3,9,9,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
87237725,41,44,3,8,8,0,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
21515588,41,44,3,0,0,3,18,10,0,2784 2567 1946 4302 2649 4971 854 1868 4841
86794432,42,45,18,0,0,0,18,10,0,3952 1023 4033 2567 4269 2649 4971 4929 1870 932 4459 4841 4739
14883981,43,46,3,0,0,0,18,10,0,2784 2567 4269 2649 4971 854 1868 4841
21589323,44,47,18,0,0,0,18,10,0,3951 2649 4033 4971 854 1868 4841
33195852,44,47,18,1,1,6,18,10,0,3951 2649 4033 4971 854 1868 4841
29643041,45,48,9,0,0,0,9,2,2,2049 3896 4131
33758423,45,48,9,0,0,8,9,2,2,2049 3896 4131
67433558,46,49,19,0,0,0,19,5,4,2826 1771 3764 2419 2567 1997 1175 2246 1978 4971 774 3629 3524
29161500,47,50,3,0,0,0,2,2,2,3198 2784 4971 4132 4466 2106 2598 856 1870 932 4459 4835 856 2466
16436134,47,50,3,1,1,6,2,2,2,3198 2784 4971 4132 4466 2106 2598 856 1870 932 4459 4835 856 2466
80305832,48,51,0,0,0,0,10,7,0,4583 2567 4132 3216 1552 2653
47915162,49,52,20,0,0,0,20,7,1,1593 4583 2567 4132 1552 2649 4971 774 3594 944 856 854 1868 2461
16406013,49,52,20,0,0,6,20,7,1,1593 4583 2567 4132 1552 2649 4971 774 3594 944 856 854 1868 2461
73299079,50,53,3,0,0,0,3,3,3,379 2784 2567 4133 3216 1552 2649 4971 854 1868 4841
14649106,51,54,2,0,0,0,2,2,2,4542 4971 854 1868 4841 471 1690
70136757,51,54,2,1,1,0,2,2,2,4542 4971 854 1868 4841 471 1690
89653377,52,55,0,5,5,7,21,12,0,4816 4583 2567 4133 3699 3216 1552 2653
39168288,52,55,0,1,1,0,21,12,0,4816 4583 2567 4133 3699 3216 1552 2653
23151906,53,56,2,0,0,0,2,2,2,2048 4542 4971 854 1868 4841
10196694,53,56,2,1,1,6,2,2,2,2048 4542 4971 854 1868 4841
99105271,53,56,2,0,0,19,2,2,2,2048 4542 4971 854 1868 4841
13642383,53,56,2,0,0,17,2,2,2,2048 4542 4971 854 1868 4841
68652111,53,56,2,0,0,8,2,2,2,2048 4542 4971 854 1868 4841
62274747,53,56,2,0,0,19,2,2,2,2048 4542 4971 854 1868 4841
16356030,53,56,2,0,0,20,2,2,2,2048 4542 4971 854 1868 4841
52657775,53,56,2,1,1,7,2,2,2,2048 4542 4971 854 1868 4841
64093312,54,57,21,0,0,0,17,11,6,1049 4577 4971 774 4991 2227 3981 4349 4533 932 4459 944 3171 4459 3109 856 4929 4533 932 4459 948 2832
39943921,55,58,22,5,5,7,22,2,1,3582 2567 774 4132 1552 4900 2873 3943 4971 3155 2739 1242 1779 4459 2227 774 1339 3437 856 1232 1623 3951 3963 4971 854 1868 1795 4841
75669085,56,59,23,0,0,0,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
34551581,56,59,23,0,0,18,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
15339175,56,59,23,0,0,21,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
67422450,56,59,23,0,0,22,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
90814892,56,59,23,0,0,23,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
25779811,56,59,23,1,1,6,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
88825092,56,59,23,5,5,1,18,10,0,2870 4048 1800 2567 2649 4971 3094 3968 4258 856 854 1868 3823 932 4459 4841 4739
34596259,57,60,10,0,0,21,23,13,7,2657 2567 4867 1552 4680 4971 854 1868 1795 4836 3981 856 944 3440 856 1868 2466 2895 2074
37192799,57,60,10,0,0,0,23,13,7,2657 2567 4867 1552 4680 4971 854 1868 1795 4836 3981 856 944 3440 856 1868 2466 2895 2074
34488010,58,61,4,0,0,0,13,4,4,2990 2361 2340 2794 556 1439
36312460,58,61,4,0,0,4,13,4,4,2990 2361 2340 2794 556 1439
66062786,58,61,4,0,0,24,13,4,4,2990 2361 2340 2794 556 1439
60918641,59,62,24,0,0,9,24,4,4,4325 4971 3406 2189 856 4769 4549 2801
11244846,59,62,24,0,0,0,24,4,4,4325 4971 3406 2189 856 4769 4549 2801
46973060,59,62,24,0,0,0,24,4,4,4325 4971 3406 2189 856 4769 4549 2801
52101560,60,63,2,0,0,0,2,2,2,4542 4971 1946 4147 2172 774 2344 4654 471 1690
13564012,60,63,2,1,1,0,2,2,2,4542 4971 1946 4147 2172 774 2344 4654 471 1690
68215860,61,64,9,0,0,8,14,2,2,3896 4131 713 1690
73584355,61,64,9,0,0,0,14,2,2,3896 4131 713 1690
69159431,61,64,9,0,0,8,9,2,2,3896 4131 713 1690
64995606,62,65,0,0,0,0,0,0,0,1595 4816 4577 2567 4089 2653
67201006,62,65,0,1,1,6,0,0,0,1595 4816 4577 2567 4089 2653
48841925,62,65,0,0,0,1,0,0,0,1595 4816 4577 2567 4089 2653
16468014,62,65,0,5,5,8,0,0,0,1595 4816 4577 2567 4089 2653
43772608,63,66,25,0,0,0,25,9,4,2307 2567 4133 4345 2775 2832
93066329,64,67,10,0,0,3,23,14,7,1290 4638 2567 4867 3253 1552 4971 3981 3441 944 3440 856 2781 3440 4971 774 2087 856 3511 3830 932 4459 2697 856 1795 2466
97317342,64,67,10,0,0,0,23,14,7,1290 4638 2567 4867 3253 1552 4971 3981 3441 944 3440 856 2781 3440 4971 774 2087 856 3511 3830 932 4459 2697 856 1795 2466
64109492,64,67,10,0,0,21,23,14,7,1290 4638 2567 4867 3253 1552 4971 3981 3441 944 3440 856 2781 3440 4971 774 2087 856 3511 3830 932 4459 2697 856 1795 2466
77136197,65,68,23,0,0,0,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
87995048,65,68,23,0,0,21,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
97017208,65,68,23,5,5,7,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
38854649,65,68,23,2,2,2,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
80017657,65,68,23,5,5,25,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
59321170,65,68,23,0,0,6,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
29158045,65,68,23,5,5,26,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
39605180,65,68,23,5,5,27,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
21934459,65,68,23,0,0,20,0,0,0,4255 2966 1800 2567 2649 4971 854 1868 3823 932 4459 4835 856 4080 2567 4459 3994 2615 4577 4971 1870 932 4459 4581
38959336,66,69,24,0,0,5,24,4,4,4325 4971 3406 2190 2990 3988 856 4550 4768 2801
81188395,67,70,3,0,0,0,8,5,3,4965 3764 4542 2567 1997 1175 2246 1978 4971 1870 856 774 1497 1795 932 4459 4841 5029 2679 3437 932 4459 944 856 3629 1719 2787 4971 4956 3844 2982 3843 932 4459 2697 856 3185 4459 2599 856 774 5024 932 4459 2466 1195 4466 2602
36932518,68,71,15,0,0,0,15,9,4,3094 1033 2567 2328 2561 2770 4971 774 2990 1201 4943 251 1439
15102836,68,71,15,10,10,24,15,9,4,3094 1033 2567 2328 2561 2770 4971 774 2990 1201 4943 251 1439
81778728,69,72,26,0,0,0,10,7,0,3954 4583 2567 1552 2653
20018739,70,73,9,0,0,0,14,2,2,3244 4129 2567 774 4133 2046 2700 1511 4145 4979
40706874,70,73,9,1,1,8,14,2,2,3244 4129 2567 774 4133 2046 2700 1511 4145 4979
38984271,70,73,9,1,1,19,9,2,2,3244 4129 2567 774 4133 2046 2700 1511 4145 4979
52679223,71,74,2,0,0,0,2,2,2,4542 4971 854 1868 4841 279 1690
53052940,71,74,2,0,0,8,2,2,2,4542 4971 854 1868 4841 279 1690
99939201,71,74,2,0,0,8,2,2,2,4542 4971 854 1868 4841 279 1690
10093933,71,74,2,0,0,9,2,2,2,4542 4971 854 1868 4841 279 1690
94619224,71,74,2,0,0,3,2,2,2,4542 4971 854 1868 4841 279 1690
30913764,71,74,2,0,0,9,2,2,2,4542 4971 854 1868 4841 279 1690
26787018,72,75,25,0,0,0,26,15,4,2048 2309
94232582,72,75,25,10,10,0,26,15,4,2048 2309
86296123,72,75,25,0,0,0,26,15,4,2048 2309
87799792,72,75,25,0,0,22,26,15,4,2048 2309
77793275,73,76,2,0,0,0,2,2,2,2964 3198 4542 4971 1946 3740 2172 774 2344 4654 285 1690
50888935,73,76,2,0,0,19,2,2,2,2964 3198 4542 4971 1946 3740 2172 774 2344 4654 285 1690
50435296,73,76,2,0,0,7,2,2,2,2964 3198 4542 4971 1946 3740 2172 774 2344 4654 285 1690
84911413,74,77,2,0,0,0,2,2,2,3579 4542 4458 2815 856 3902 4971 854 1868 4841 381 1690
71812744,75,78,7,0,0,7,21,12,0,2874 3463 4583 2567 3216 1552 2653
51635380,75,78,7,0,0,6,21,12,0,2874 3463 4583 2567 3216 1552 2653
51112181,75,79,7,0,0,1,21,12,0,2874 3463 4583 2567 3216 1552 2653
68716148,76,80,27,0,0,1,27,4,4,1832 2567 4787 4022
93154380,77,81,3,1,1,0,18,10,0,2649 2784 4971 854 1868 4841
35222471,78,82,7,0,0,1,0,0,0,2076 2470 4577 2567 4132 1552 2649 4971 774 2911 3120 1224 3400 856 2869 4054
29763476,79,83,13,1,1,8,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
98964595,79,83,13,1,1,11,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
40638324,79,83,13,1,1,8,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
44218325,79,84,13,0,0,13,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
86754888,79,84,13,0,0,1,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
96452638,79,83,13,0,0,5,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
14321003,79,83,13,0,0,21,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
93957119,79,84,13,1,1,6,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
53115931,79,84,13,0,0,27,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
20567884,79,84,13,1,1,6,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
57406158,79,84,13,0,0,28,0,0,0,2634 2567 4366 1978 4971 774 2830 1795 2517 5024 1779 4459 2227 3981 3440 856 3702 932 4459 1620 856 2461
78209011,80,85,7,1,1,22,18,10,0,2873 2076 4577 2567 2653
49439861,81,86,2,0,0,0,2,2,2,3858 3941 4542 4458 3902 4459 4653 4478 856 1253 4923 850 1906 1076 1372 2567 4459 2789 1868 4841 674 1690
15405903,82,87,3,2,2,18,28,16,7,2784 2567 3316 2649 4971 854 1868 4841
37754271,82,87,3,2,2,17,28,16,7,2784 2567 3316 2649 4971 854 1868 4841
89973691,82,87,3,2,2,0,28,16,7,2784 2567 3316 2649 4971 854 1868 4841
28766437,82,87,3,10,10,0,28,16,7,2784 2567 3316 2649 4971 854 1868 4841
